Query,Response
What are the symptoms of diabetes?,"Side effects may include nausea, diarrhea, or allergic reactions."
What are the side effects of antibiotics?,The average normal body temperature is around 98.6°F (37°C).
What should I do if I have a fever?,Drinking about 8-10 glasses of water daily is generally recommended.
What should I do if I have a fever?,"Common symptoms include increased thirst, frequent urination, and fatigue."
How much water should I drink daily?,"Rest, stay hydrated, and use over-the-counter medications if needed."
What are the side effects of antibiotics?,The average normal body temperature is around 98.6°F (37°C).
What should I do if I have a fever?,Drinking about 8-10 glasses of water daily is generally recommended.
What are the symptoms of diabetes?,"Foods like leafy greens, nuts, and fatty fish are beneficial for heart health."
What is the normal body temperature?,The average normal body temperature is around 98.6°F (37°C).
Can I take ibuprofen for a headache?,"Rest, ice the area, compress with a bandage, and elevate the ankle."
How do I treat a sprained ankle?,"Rest, ice the area, compress with a bandage, and elevate the ankle."
How do I treat a sprained ankle?,The average normal body temperature is around 98.6°F (37°C).
Can I take ibuprofen for a headache?,"Side effects may include nausea, diarrhea, or allergic reactions."
What foods are good for heart health?,"Yes, ibuprofen can help relieve headaches, but follow dosage instructions."
What is the normal body temperature?,"Side effects may include nausea, diarrhea, or allergic reactions."
What are the side effects of antibiotics?,"Rest, ice the area, compress with a bandage, and elevate the ankle."
Can I take ibuprofen for a headache?,"Rest, ice the area, compress with a bandage, and elevate the ankle."
How do I treat a sprained ankle?,"Rest, stay hydrated, and use over-the-counter medications if needed."
How much water should I drink daily?,"Rest, stay hydrated, and use over-the-counter medications if needed."
How much water should I drink daily?,"Yes, chronic stress can lead to elevated blood pressure over time."
What foods are good for heart health?,Drinking about 8-10 glasses of water daily is generally recommended.
Can I take ibuprofen for a headache?,Drinking about 8-10 glasses of water daily is generally recommended.
What foods are good for heart health?,"Side effects may include nausea, diarrhea, or allergic reactions."
How can I lower my blood pressure?,"Foods like leafy greens, nuts, and fatty fish are beneficial for heart health."
What should I do if I have a fever?,"Yes, ibuprofen can help relieve headaches, but follow dosage instructions."
What is the normal body temperature?,"Common symptoms include increased thirst, frequent urination, and fatigue."
What foods are good for heart health?,"Common symptoms include increased thirst, frequent urination, and fatigue."
How can I lower my blood pressure?,"Rest, stay hydrated, and use over-the-counter medications if needed."
What are the side effects of antibiotics?,"Exercise, reduce salt intake, and manage stress levels."
How can I lower my blood pressure?,"Rest, stay hydrated, and use over-the-counter medications if needed."
What are the symptoms of diabetes?,The average normal body temperature is around 98.6°F (37°C).
What is the normal body temperature?,"Yes, chronic stress can lead to elevated blood pressure over time."
How do I treat a sprained ankle?,The average normal body temperature is around 98.6°F (37°C).
How do I treat a sprained ankle?,"Side effects may include nausea, diarrhea, or allergic reactions."
Can I take ibuprofen for a headache?,"Yes, chronic stress can lead to elevated blood pressure over time."
How much water should I drink daily?,"Exercise, reduce salt intake, and manage stress levels."
How do I treat a sprained ankle?,"Exercise, reduce salt intake, and manage stress levels."
What foods are good for heart health?,"Common symptoms include increased thirst, frequent urination, and fatigue."
How can I lower my blood pressure?,The average normal body temperature is around 98.6°F (37°C).
What is the normal body temperature?,"Rest, ice the area, compress with a bandage, and elevate the ankle."
How can I lower my blood pressure?,"Common symptoms include increased thirst, frequent urination, and fatigue."
What is the normal body temperature?,The average normal body temperature is around 98.6°F (37°C).
What are the side effects of antibiotics?,"Common symptoms include increased thirst, frequent urination, and fatigue."
Can I take ibuprofen for a headache?,Drinking about 8-10 glasses of water daily is generally recommended.
How can I lower my blood pressure?,"Rest, stay hydrated, and use over-the-counter medications if needed."
What is the normal body temperature?,"Foods like leafy greens, nuts, and fatty fish are beneficial for heart health."
How much water should I drink daily?,Drinking about 8-10 glasses of water daily is generally recommended.
What foods are good for heart health?,Drinking about 8-10 glasses of water daily is generally recommended.
What foods are good for heart health?,"Common symptoms include increased thirst, frequent urination, and fatigue."
How do I treat a sprained ankle?,"Yes, chronic stress can lead to elevated blood pressure over time."
What are the side effects of antibiotics?,"Common symptoms include increased thirst, frequent urination, and fatigue."
What should I do if I have a fever?,"Side effects may include nausea, diarrhea, or allergic reactions."
What are the side effects of antibiotics?,Drinking about 8-10 glasses of water daily is generally recommended.
What should I do if I have a fever?,"Yes, ibuprofen can help relieve headaches, but follow dosage instructions."
What is the normal body temperature?,"Common symptoms include increased thirst, frequent urination, and fatigue."
Can stress cause high blood pressure?,"Common symptoms include increased thirst, frequent urination, and fatigue."
What are the side effects of antibiotics?,Drinking about 8-10 glasses of water daily is generally recommended.
What are the symptoms of diabetes?,"Yes, ibuprofen can help relieve headaches, but follow dosage instructions."
What foods are good for heart health?,"Common symptoms include increased thirst, frequent urination, and fatigue."
What should I do if I have a fever?,"Yes, ibuprofen can help relieve headaches, but follow dosage instructions."
How much water should I drink daily?,"Foods like leafy greens, nuts, and fatty fish are beneficial for heart health."
What are the symptoms of diabetes?,Drinking about 8-10 glasses of water daily is generally recommended.
What are the symptoms of diabetes?,"Yes, ibuprofen can help relieve headaches, but follow dosage instructions."
What is the normal body temperature?,"Rest, stay hydrated, and use over-the-counter medications if needed."
What are the side effects of antibiotics?,"Yes, ibuprofen can help relieve headaches, but follow dosage instructions."
